2.718242,-4.196565,5.000000,0.441316,-0.182799,0.336201,-0.811661
2.505104,-4.327176,5.000000,0.461468,-0.191146,0.331526,-0.800375
2.285705,-4.446971,5.000000,0.481331,-0.199374,0.326645,-0.788590
2.060592,-4.555651,5.000000,0.500893,-0.207477,0.321559,-0.776311
1.830330,-4.652945,5.000000,0.520143,-0.215450,0.316272,-0.763548
1.595492,-4.738608,5.000000,0.539067,-0.223289,0.310787,-0.750307
1.356666,-4.812427,5.000000,0.557654,-0.230988,0.305109,-0.736597
1.114450,-4.874218,5.000000,0.575893,-0.238543,0.299239,-0.722427
0.869447,-4.923826,5.000000,0.593772,-0.245948,0.293183,-0.707806
0.622272,-4.961127,5.000000,0.611279,-0.253200,0.286943,-0.692742
0.373541,-4.986027,5.000000,0.628405,-0.260294,0.280524,-0.677245
0.123877,-4.998465,5.000000,0.645138,-0.267225,0.273930,-0.661325
-0.126097,-4.998410,5.000000,0.661468,-0.273989,0.267164,-0.644991
-0.375756,-4.985861,5.000000,0.677384,-0.280582,0.260232,-0.628255
-0.624475,-4.960850,5.000000,0.692877,-0.286999,0.253136,-0.611126
-0.871634,-4.923439,5.000000,0.707937,-0.293237,0.245883,-0.593614
-1.116614,-4.873723,5.000000,0.722555,-0.299292,0.238476,-0.575732
-1.358803,-4.811824,5.000000,0.736721,-0.305160,0.230920,-0.557490
-1.597596,-4.737899,5.000000,0.750427,-0.310837,0.223220,-0.538900
-1.832396,-4.652131,5.000000,0.763663,-0.316320,0.215380,-0.519973
-2.062615,-4.554736,5.000000,0.776423,-0.321605,0.207405,-0.500721
-2.287679,-4.445956,5.000000,0.788697,-0.326689,0.199301,-0.481156
-2.507026,-4.326063,5.000000,0.800478,-0.331569,0.191073,-0.461290
-2.720106,-4.195358,5.000000,0.811759,-0.336241,0.182725,-0.441136
-2.926387,-4.054166,5.000000,0.822532,-0.340704,0.174262,-0.420707
-3.125353,-3.902841,5.000000,0.832792,-0.344954,0.165691,-0.400014
-3.316508,-3.741761,5.000000,0.842531,-0.348988,0.157016,-0.379071
-3.499373,-3.571328,5.000000,0.851743,-0.352804,0.148244,-0.357892
-3.673492,-3.391969,5.000000,0.860424,-0.356399,0.139378,-0.336489
-3.838429,-3.204132,5.000000,0.868566,-0.359772,0.130426,-0.314875
-3.993772,-3.008286,5.000000,0.876166,-0.362920,0.121391,-0.293065
-4.139132,-2.804921,5.000000,0.883218,-0.365841,0.112281,-0.271071
-4.274147,-2.594545,5.000000,0.889718,-0.368533,0.103101,-0.248908
-4.398479,-2.377685,5.000000,0.895662,-0.370995,0.093857,-0.226590
-4.511817,-2.154881,5.000000,0.901046,-0.373226,0.084553,-0.204130
-4.613877,-1.926691,5.000000,0.905867,-0.375223,0.075197,-0.181542
-4.704405,-1.693685,5.000000,0.910122,-0.376985,0.065794,-0.158841
-4.783175,-1.456446,5.000000,0.913809,-0.378512,0.056350,-0.136041
-4.849989,-1.215567,5.000000,0.916924,-0.379802,0.046871,-0.113156
-4.904681,-0.971650,5.000000,0.919466,-0.380855,0.037362,-0.090200
-4.947114,-0.725303,5.000000,0.921433,-0.381670,0.027830,-0.067187
-4.977181,-0.477144,5.000000,0.922825,-0.382247,0.018280,-0.044133
-4.994808,-0.227793,5.000000,0.923640,-0.382584,0.008720,-0.021051
